date,LLM_Triplet
2023-03-03,"{
 ""impact cases"": [
  ""Onsemi, also known as Onsemi, plunged to its 50-day line intraday Thursday after key customer Tesla said it aimed to slash silicon carbide use in its next-generation vehicle."",
  ""Tesla's stock fell below its 21-day line for the first time in weeks on Thursday, but rebounded Friday, closing the week with a 0.5% rise to 197.86.""
 ],
 ""triplets"": [
  {
   ""head"": ""Tesla"",
   ""relation"": ""aimed to slash"",
   ""tail"": ""silicon carbide use in its next-generation vehicle.""
  },
  {
   ""head"": ""Tesla's stock"",
   ""relation"": ""fell below"",
   ""tail"": ""its 21-day line for the first time in weeks on Thursday.""
  },
  {
   ""head"": ""Tesla's stock"",
   ""relation"": ""rebounded"",
   ""tail"": ""closing the week with a 0.5% rise to 197.86.""
  },
  {
   ""head"": ""Onsemi"",
   ""relation"": ""plunged"",
   ""tail"": ""to its 50-day line intraday Thursday.""
  },
  {
   ""head"": ""On Semiconductor"",
   ""relation"": ""closed down"",
   ""tail"": ""just 1.9%""
  }
 ]
}"
2023-03-04,"
{
  ""impact cases"": [
    ""Tesla sold 75% of its Bitcoin in 2022."",
    ""Tesla stopped accepting Bitcoin as a payment option for its vehicles."",
    ""Tesla may have inspired other companies to add Bitcoin to their balance sheets and accept it as a payment option."",
    ""Tesla's move to accept Bitcoin inspired Adidas to get more involved in Web3.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""sold"",
      ""tail"": ""75% of its Bitcoin""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""stopped accepting"",
      ""tail"": ""Bitcoin as a payment option for its vehicles""
    },
    {
      ""head"": ""Tesla's move to accept Bitcoin"",
      ""relation"": ""inspired"",
      ""tail"": ""Adidas to get more involved in Web3""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""may have inspired"",
      ""tail"": ""other companies to add Bitcoin to their balance sheets and accept it as a payment option""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""was one of the first major companies"",
      ""tail"": ""to add Bitcoin to its balance sheet and to accept the cryptocurrency as a payment option""
    }
  ]
}
"
2023-03-05,"
{
  ""impact cases"": [
    ""Tesla has been planning its debut to the pickup market for some time, and has announced that it will finally begin deliveries of the Cybertruck this year."",
    ""Considering Tesla’s track record of execution compared to Lordstown’s lack thereof, it seems possible that Tesla will sell more trucks than Lordstown produces by the end of 2023, despite Lordstown having started truck production almost a year earlier than Tesla.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""is planning"",
      ""tail"": ""its debut to the pickup market for some time""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""will begin"",
      ""tail"": ""deliveries of the Cybertruck this year""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""has a track record of"",
      ""tail"": ""execution compared to Lordstown’s lack thereof""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""will sell"",
      ""tail"": ""more trucks than Lordstown produces by the end of 2023""
    },
    {
      ""head"": ""Lordstown"",
      ""relation"": ""has started"",
      ""tail"": ""truck production almost a year earlier than Tesla""
    }
  ]
}
"
2023-03-06,"
{
  ""impact cases"": [
    ""Investors have turned away from growth equities and towards value stocks due to rising interest rates."",
    ""The previously exorbitant values of growth companies have decreased, creating excellent buying opportunities for long-term investors who are willing to seize them.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""is close to receiving"",
      ""tail"": ""final permits allowing factory construction to begin""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""plans to produce"",
      ""tail"": ""a next gen vehicle""
    },
    {
      ""head"": ""Mexican officials"",
      ""relation"": ""said"",
      ""tail"": ""the factory will be the world's biggest to produce electric vehicles""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""has indicated it could build"",
      ""tail"": ""a new gigafactory in Santa Catarina""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""will be"",
      ""tail"": ""able to begin producing its first cars in Mexico next year""
    }
  ]
}
"
2023-03-07,"
{
  ""impact cases"": [
    ""Tesla (TSLA) shares declined 3% after the company announced that it would sell bonds in order to raise $1.3 billion."",
    ""Tesla's stock Inc closed down 3%, failing to get a lift after CEO Elon Musk told an investor conference he saw a clear path to producing a smaller vehicle at half the production cost of the Model 3.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""issuedBonds"",
      ""tail"": ""$1.3 Billion""
    },
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""sharePrice"",
      ""tail"": ""declined 3%""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""CEO"",
      ""tail"": ""Tesla Inc.""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""announced"",
      ""tail"": ""Tesla Inc. will produce a smaller vehicle at half the production cost of the Model 3""
    },
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""sharePrice"",
      ""tail"": ""closed down 3%""
    }
  ]
}
"
2023-03-08,"
{
  ""impact cases"": [
    ""Tesla Inc slid 3% after the U.S. auto safety regulator said it was opening a preliminary investigation into 120,000 Model Y 2023 vehicles following reports about steering wheels falling off while driving.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""has steering wheel issue"",
      ""tail"": ""120,000 Model Y 2023 vehicles""
    },
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""is under investigation"",
      ""tail"": ""U.S. auto safety regulator""
    },
    {
      ""head"": ""Tesla share price"",
      ""relation"": ""dropped"",
      ""tail"": ""3%""
    },
    {
      ""head"": ""U.S. auto safety regulator"",
      ""relation"": ""is investigating"",
      ""tail"": ""steering wheel issue""
    },
    {
      ""head"": ""Steering wheel issue"",
      ""relation"": ""is affecting"",
      ""tail"": ""120,000 Model Y 2023 vehicles""
    }
  ]
}
"
2023-03-09,"
{
 ""impact cases"": [
  ""Tesla (TSLA) shares lost 5%."",
  ""Shares of Walgreens Boots Alliance (WBA) dropped 3.5% when California didnt renew a $54 million contract with the pharmacy chain in a dispute over Walgreens decision involving the sale of abortion pills."",
  ""Tesla shares were down 5% as the EV car maker is being investigated over steering wheels coming off in moving vehicles, in addition to a fatal crash involving its Autopilot feature.""
 ],
 ""triplets"": [
  {
   ""head"": ""Tesla's stock price"",
   ""relation"": ""dropped"",
   ""tail"": ""5%""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""investigated"",
   ""tail"": ""steering wheels coming off in moving vehicles""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""involved"",
   ""tail"": ""fatal crash""
  },
  {
   ""head"": ""Walgreens Boots Alliance"",
   ""relation"": ""dropped"",
   ""tail"": ""3.5%""
  },
  {
   ""head"": ""Walgreens"",
   ""relation"": ""dispute"",
   ""tail"": ""sale of abortion pills""
  }
 ]
}
"
2023-03-10,"
{
  ""impact cases"": [
    ""Tesla (TSLA) Gains As Market Dips: What You Should Know"",
    ""In the latest trading session, Tesla (TSLA) closed at $173.44, marking a +0.3% move from the previous day."",
    ""This move outpaced the S&P 500s daily loss of 1.45%."",
    ""Wall Street will be looking for positivity from Tesla as it approaches its next earnings report date."",
    ""Tesla is holding a Zacks Rank of #3 (Hold) right now."",
    ""Digging into valuation, Tesla currently has a Forward P/E ratio of 43.68."",
    ""This represents a premium compared to its industrys average Forward P/E of 12.16."",
    ""It is also worth noting that TSLA currently has a PEG ratio of 1.81.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""stock price movement"",
      ""tail"": ""outpaced S&P 500 daily loss of 1.45%""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""next earnings report date"",
      ""tail"": ""analysts expect earnings of $0.86 per share""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""Zacks Rank"",
      ""tail"": ""#3 (Hold)""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""Forward P/E ratio"",
      ""tail"": ""43.68""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""PEG ratio"",
      ""tail"": ""1.81""
    }
  ]
}
"
2023-03-11,"
{
 ""impact cases"": [
  ""Tesla's stock dipped about 15% from February highs.""
 ],
 ""triplets"": [
  {
   ""head"": ""Tesla"",
   ""relation"": ""has dipped"",
   ""tail"": ""15% from February highs""
  },
  {
   ""head"": ""Cathie Wood"",
   ""relation"": ""has topped up"",
   ""tail"": ""51,960 Tesla's stock (TSLA) holdings""
  },
  {
   ""head"": ""Tesla's stock"",
   ""relation"": ""has gone down"",
   ""tail"": ""after copping for an awful 2022""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""is the top holding"",
   ""tail"": ""across all Ark funds""
  },
  {
   ""head"": ""Ark Invest"",
   ""relation"": ""forecast"",
   ""tail"": ""Bitcoin could surpass $1 million before the end of this decade""
  }
 ]
}
"
2023-03-12,"
{
  ""impact cases"": [
    ""Tesla's stock is a major holding across Ark Invests ETFs. TSLA fell 12.3% for the week, amid fresh price cuts and safety probes."",
    ""In the last few months, Tesla (NASDAQ: TSLA) has announced several price cuts. Now, BYD (OTC: BYDDY), one of the largest EV automakers in China, is responding with discounts of its own."",
    ""Tesla (TSLA) sold off hard this past week, but did find support at its 10-week line on Friday.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""has fallen"",
      ""tail"": ""12.3% for the week""
    },
    {
      ""head"": ""BYD"",
      ""relation"": ""is responding to Tesla's price cuts"",
      ""tail"": ""with discounts of its own""
    },
    {
      ""head"": ""XLF financial ETF and KRE regional bank ETF"",
      ""relation"": ""should be monitored"",
      ""tail"": ""due to Tesla's recent stock performance""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""is facing strong competition from"",
      ""tail"": ""BYD in the Chinese EV market""
    },
    {
      ""head"": ""Tesla's stock"",
      ""relation"": ""has significant exposure to"",
      ""tail"": ""Ark Invest's ETFs""
    }
  ]
}
"
2023-03-13,"
{
  ""impact cases"": [
    ""Tesla shares climbed after the company ramped up hiring at its Gigafactory in Texas."",
    ""Tesla's stock climbed 0.6% Monday, as it continues see some support around its 50-day moving average line."",
    ""Shares closed Monday around 55% off their 52-week high.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""Increased hiring in Texas"",
      ""tail"": ""Tesla Gigafactory""
    },
    {
      ""head"": ""Tesla's stock"",
      ""relation"": ""Traded up by 0.6%"",
      ""tail"": ""Monday""
    },
    {
      ""head"": ""Tesla's stock"",
      ""relation"": ""Closed Monday"",
      ""tail"": ""55% off its 52-week high""
    },
    {
      ""head"": ""Tesla Cars"",
      ""relation"": ""Demand to be gauged by"",
      ""tail"": ""Weekly China EV insurance registration data""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""Started"",
      ""tail"": ""Huge price war in the EV market""
    }
  ]
}
"
2023-03-14,"{""error"": ""news blocked""}"
2023-03-15,"
{
  ""impact cases"": [
    ""Many robot OEMs have limited cash flow, making them conservative in investing too much capital on developing machine vision software. They would prefer to use existing LiDAR solutions."",
    ""Unlike Tesla and John Deere, many robot OEMs have limited cash flow, making them conservative in investing too much capital on developing machine vision software.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""competes with"",
      ""tail"": ""John Deere""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""uses"",
      ""tail"": ""cameras""
    },
    {
      ""head"": ""Robot OEMs"",
      ""relation"": ""prefers"",
      ""tail"": ""LIDAR solutions""
    },
    {
      ""head"": ""Robot OEMs"",
      ""relation"": ""has"",
      ""tail"": ""limited cash flow""
    },
    {
      ""head"": ""Autonomous driving"",
      ""relation"": ""gained"",
      ""tail"": ""momentum""
    }
  ]
}
"
2023-03-16,"
{
  ""impact cases"": [
    ""The law firm of Edelson Lechtzin LLP is investigating securities fraud claims on behalf of all purchasers of Tesla, Inc. (“Tesla” or the “Company”) (NASDAQ: TSLA) common stock between February 19, 2019 and February 17, 2023 (the “Class Period”)."",
    ""Tesla investors may move the U.S., Current holders of Tesla's stock may pursue corporate governance reforms.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""is facing a securities fraud investigation"",
      ""tail"": ""Edelson Lechtzin LLP""
    },
    {
      ""head"": ""Tesla shareholders"",
      ""relation"": ""may file a class action lawsuit"",
      ""tail"": ""Tesla""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""has been accused of misleading investors"",
      ""tail"": ""Autopilot system""
    },
    {
      ""head"": ""Tesla's stock price"",
      ""relation"": ""may be negatively impacted"",
      ""tail"": ""securities fraud investigation""
    },
    {
      ""head"": ""Tesla investors"",
      ""relation"": ""may seek corporate governance reforms"",
      ""tail"": ""Tesla""
    }
  ]
}
"
2023-03-17,"
{
 ""impact cases"": [
  ""Tesla, Inc. (NASDAQ: TSLA) between February 19, 2019 and February 17, 2023 (Class Period) of important April 28, 2023 lead plaintiff deadline"",
  ""If you purchased Tesla securities during the Class Period you may be entitled to compensation without payment of any out of pocket fees or costs through a contingency fee arrangement"",
  ""the Class Period made false and/or misleading statements and/or failed to disclose that: (1) defendants had overstated the efficacy, viability, and safety of the Company’s Autopilot and Full Self-Driving (“FSD”) technologies"",
  ""(2) Tesla’s Autopilot and FSD technologies created a serious risk of accident and injury"",
  ""(3) as a result of the foregoing, Tesla, would likely face regulatory scrutiny and legal liability, impairing its financial condition and reputation""
 ],
 ""triplets"": [
  {
   ""head"": ""Tesla, Inc."",
   ""relation"": ""faced allegations of"",
   ""tail"": ""overstating the efficacy of Autopilot and FSD technologies""
  },
  {
   ""head"": ""Tesla's Autopilot and FSD technologies"",
   ""relation"": ""created"",
   ""tail"": ""a serious risk of accident and injury""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""faced"",
   ""tail"": ""regulatory scrutiny and legal liability""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""impaired"",
   ""tail"": ""its financial condition and reputation""
  },
  {
   ""head"": ""Tesla investors"",
   ""relation"": ""entitled to"",
   ""tail"": ""compensation without payment of out of pocket fees or costs""
  }
 ]
}
"
