date,triplet,head,relation,tail,sentence
2023-01-27,"{'head': 'Elon Musk', 'relation': 'must find', 'tail': 'Untrue statements of a material fact'}",Elon Musk,must find,Untrue statements of a material fact,Elon Musk must find Untrue statements of a material fact
2023-01-27,"{'head': 'Elon Musk', 'relation': 'made', 'tail': 'Untrue statements'}",Elon Musk,made,Untrue statements,Elon Musk made Untrue statements
2023-01-28,"{'head': 'Tesla Inc', 'relation': 'owned by', 'tail': 'Elon Musk'}",Tesla Inc,owned by,Elon Musk,Tesla Inc owned by Elon Musk
2023-01-28,"{'head': 'U.S. Federal Reserve', 'relation': 'increased', 'tail': 'Interest Rate'}",U.S. Federal Reserve,increased,Interest Rate,U.S. Federal Reserve increased Interest Rate
2023-01-28,"{'head': 'Interest Rate', 'relation': 'is associated with', 'tail': 'decline in stock price'}",Interest Rate,is associated with,decline in stock price,Interest Rate is associated with decline in stock price
2023-01-28,"{'head': 'Tesla Inc', 'relation': 'predicted to', 'tail': 'decrease in value'}",Tesla Inc,predicted to,decrease in value,Tesla Inc predicted to decrease in value
2023-01-28,"{'head': 'Hedgeye CEO', 'relation': 'suggests to invest in', 'tail': 'defensive assets'}",Hedgeye CEO,suggests to invest in,defensive assets,Hedgeye CEO suggests to invest in defensive assets
2023-01-29,"{'head': ""Tesla's stock"", 'relation': 'is a major holding of', 'tail': 'Ark Invests ETFs'}",Tesla's stock,is a major holding of,Ark Invests ETFs,Tesla's stock is a major holding of Ark Invests ETFs
2023-01-29,"{'head': ""Tesla's stock"", 'relation': 'surged', 'tail': '33% last week'}",Tesla's stock,surged,33% last week,Tesla's stock surged 33% last week
2023-01-29,"{'head': 'Tesla Shanghai', 'relation': 'was closed', 'tail': 'for the Chinese New Year holiday'}",Tesla Shanghai,was closed,for the Chinese New Year holiday,Tesla Shanghai was closed for the Chinese New Year holiday
2023-01-29,"{'head': 'Investors', 'relation': 'will get January sales data', 'tail': 'from BYD, Nio (NIO), Li Auto (LI) and XPeng (XPEV), but not Tesla'}",Investors,will get January sales data,"from BYD, Nio (NIO), Li Auto (LI) and XPeng (XPEV), but not Tesla","Investors will get January sales data from BYD, Nio (NIO), Li Auto (LI) and XPeng (XPEV), but not Tesla"
2023-01-29,"{'head': 'City of Shanghai', 'relation': 'is reintroducing', 'tail': 'a 10,000 yuan ($1,500) for residents who scrap or transfer vehicles in exchange fo'}",City of Shanghai,is reintroducing,"a 10,000 yuan ($1,500) for residents who scrap or transfer vehicles in exchange fo","City of Shanghai is reintroducing a 10,000 yuan ($1,500) for residents who scrap or transfer vehicles in exchange fo"
2023-01-30,"{'head': 'Tesla', 'relation': 'triggered', 'tail': 'price war'}",Tesla,triggered,price war,Tesla triggered price war
2023-01-30,"{'head': 'Price War', 'relation': 'in', 'tail': 'Automotive Sector'}",Price War,in,Automotive Sector,Price War in Automotive Sector
2023-01-30,"{'head': ""Tesla's stock"", 'relation': 'declined', 'tail': '6%'}",Tesla's stock,declined,6%,Tesla's stock declined 6%
2023-01-30,"{'head': 'Nasdaq', 'relation': 'declined', 'tail': '1.75%'}",Nasdaq,declined,1.75%,Nasdaq declined 1.75%
2023-01-30,"{'head': 'Tesla', 'relation': 'declined', 'tail': 'amidst reports of price war'}",Tesla,declined,amidst reports of price war,Tesla declined amidst reports of price war
2023-01-31,"{'head': 'Tesla', 'relation': 'stock price', 'tail': '4% higher'}",Tesla,stock price,4% higher,Tesla stock price 4% higher
2023-01-31,"{'head': 'Tesla', 'relation': 'quarterly earnings', 'tail': 'reported'}",Tesla,quarterly earnings,reported,Tesla quarterly earnings reported
2023-01-31,"{'head': 'Tesla', 'relation': '10-K annual report', 'tail': 'filed'}",Tesla,10-K annual report,filed,Tesla 10-K annual report filed
2023-01-31,"{'head': 'Tesla', 'relation': 'SEC', 'tail': '10-K annual report filed'}",Tesla,SEC,10-K annual report filed,Tesla SEC 10-K annual report filed
2023-01-31,"{'head': 'Tesla', 'relation': 'market', 'tail': 'trounced'}",Tesla,market,trounced,Tesla market trounced
2023-02-01,"{'head': 'Elon Musk', 'relation': 'contemplated', 'tail': 'taking Tesla private in 2016'}",Elon Musk,contemplated,taking Tesla private in 2016,Elon Musk contemplated taking Tesla private in 2016
2023-02-01,"{'head': 'Tesla investors', 'relation': 'lost', 'tail': ""$12 billion due to Musk's tweet""}",Tesla investors,lost,$12 billion due to Musk's tweet,Tesla investors lost $12 billion due to Musk's tweet
2023-02-01,"{'head': 'Sam Teller', 'relation': 'testified', 'tail': 'Musk considered taking Tesla private seriously'}",Sam Teller,testified,Musk considered taking Tesla private seriously,Sam Teller testified Musk considered taking Tesla private seriously
2023-02-01,"{'head': 'Kimbal Musk', 'relation': 'advised', 'tail': 'Elon Musk to stop insulting people on Twitter'}",Kimbal Musk,advised,Elon Musk to stop insulting people on Twitter,Kimbal Musk advised Elon Musk to stop insulting people on Twitter
2023-02-01,"{'head': 'Yasir Al-Rumayyan', 'relation': 'came to California', 'tail': ""to tour Tesla's factory""}",Yasir Al-Rumayyan,came to California,to tour Tesla's factory,Yasir Al-Rumayyan came to California to tour Tesla's factory
2023-02-02,"{'head': 'Tesla', 'relation': 'saw', 'tail': 'increased demand'}",Tesla,saw,increased demand,Tesla saw increased demand
2023-02-02,"{'head': 'Tesla', 'relation': 'planned', 'tail': 'production boost in Shanghai plant'}",Tesla,planned,production boost in Shanghai plant,Tesla planned production boost in Shanghai plant
2023-02-02,"{'head': 'Tesla', 'relation': 'gained', 'tail': '85% since January 6th bear market low'}",Tesla,gained,85% since January 6th bear market low,Tesla gained 85% since January 6th bear market low
2023-02-02,"{'head': 'Tesla', 'relation': 'experienced', 'tail': 'doubled growth in recent weeks or months'}",Tesla,experienced,doubled growth in recent weeks or months,Tesla experienced doubled growth in recent weeks or months
2023-02-02,"{'head': 'Tesla', 'relation': 'competed', 'tail': 'BYD for EV market dominance'}",Tesla,competed,BYD for EV market dominance,Tesla competed BYD for EV market dominance
2023-02-03,"{'head': 'Elon Musk', 'relation': 'founded', 'tail': 'Tesla, Inc'}",Elon Musk,founded,"Tesla, Inc","Elon Musk founded Tesla, Inc"
2023-02-03,"{'head': 'Elon Musk', 'relation': 'tweeted', 'tail': 'funding secured'}",Elon Musk,tweeted,funding secured,Elon Musk tweeted funding secured
2023-02-03,"{'head': 'Tesla investors', 'relation': 'concerned about', 'tail': ""Elon Musk's focus on Twitter""}",Tesla investors,concerned about,Elon Musk's focus on Twitter,Tesla investors concerned about Elon Musk's focus on Twitter
2023-02-03,"{'head': 'Elon Musk', 'relation': 'CEO of', 'tail': 'Tesla, Inc'}",Elon Musk,CEO of,"Tesla, Inc","Elon Musk CEO of Tesla, Inc"
2023-02-03,"{'head': 'Elon Musk', 'relation': 'testified', 'tail': ""tweets do not always affect Tesla's stock""}",Elon Musk,testified,tweets do not always affect Tesla's stock,Elon Musk testified tweets do not always affect Tesla's stock
2023-02-04,"{'head': 'Tesla', 'relation': 'reversed price cuts', 'tail': 'Model Y'}",Tesla,reversed price cuts,Model Y,Tesla reversed price cuts Model Y
2023-02-04,"{'head': 'Biden administration', 'relation': 'loosened regulations', 'tail': 'electric vehicle tax credits'}",Biden administration,loosened regulations,electric vehicle tax credits,Biden administration loosened regulations electric vehicle tax credits
2023-02-04,"{'head': 'Tesla', 'relation': 'increased prices', 'tail': 'Model Y'}",Tesla,increased prices,Model Y,Tesla increased prices Model Y
2023-02-04,"{'head': 'Tesla', 'relation': 'made third price change', 'tail': 'past month'}",Tesla,made third price change,past month,Tesla made third price change past month
2023-02-04,"{'head': 'More electric crossovers and SUVs', 'relation': 'qualify for tax credit', 'tail': 'Treasury changes'}",More electric crossovers and SUVs,qualify for tax credit,Treasury changes,More electric crossovers and SUVs qualify for tax credit Treasury changes
2023-02-05,"{'head': ""Tesla's stock"", 'relation': 'may be negatively impacted', 'tail': 'due to tech stocks getting ahead of themselves'}",Tesla's stock,may be negatively impacted,due to tech stocks getting ahead of themselves,Tesla's stock may be negatively impacted due to tech stocks getting ahead of themselves
2023-02-05,"{'head': ""Tesla's stock"", 'relation': 'may be negatively impacted', 'tail': 'due to investors selling shares in the quarterly rebalance of the Virtus Terranova U.S. Quality Momentum ETF'}",Tesla's stock,may be negatively impacted,due to investors selling shares in the quarterly rebalance of the Virtus Terranova U.S. Quality Momentum ETF,Tesla's stock may be negatively impacted due to investors selling shares in the quarterly rebalance of the Virtus Terranova U.S. Quality Momentum ETF
2023-02-05,"{'head': ""Tesla's stock"", 'relation': 'may be negatively impacted', 'tail': ""due to the strong US labor market complicating the Fed's actions in March""}",Tesla's stock,may be negatively impacted,due to the strong US labor market complicating the Fed's actions in March,Tesla's stock may be negatively impacted due to the strong US labor market complicating the Fed's actions in March
2023-02-05,"{'head': ""Tesla's stock"", 'relation': 'may be negatively impacted', 'tail': ""due to Elon Musk's divided attention between Twitter and Tesla""}",Tesla's stock,may be negatively impacted,due to Elon Musk's divided attention between Twitter and Tesla,Tesla's stock may be negatively impacted due to Elon Musk's divided attention between Twitter and Tesla
2023-02-05,"{'head': ""Tesla's stock"", 'relation': 'may be negatively impacted', 'tail': 'due to the challenges faced by Twitter, which Elon Musk is trying to save from bankruptcy'}",Tesla's stock,may be negatively impacted,"due to the challenges faced by Twitter, which Elon Musk is trying to save from bankruptcy","Tesla's stock may be negatively impacted due to the challenges faced by Twitter, which Elon Musk is trying to save from bankruptcy"
2023-02-06,"{'head': 'Tesla', 'relation': 'has a higher P/E ratio than', 'tail': 'Ford'}",Tesla,has a higher P/E ratio than,Ford,Tesla has a higher P/E ratio than Ford
2023-02-06,"{'head': 'Ford', 'relation': 'failed to break', 'tail': '$11 mark'}",Ford,failed to break,$11 mark,Ford failed to break $11 mark
2023-02-06,"{'head': 'Ford', 'relation': 'shares traded in', 'tail': 'attractive technical set up'}",Ford,shares traded in,attractive technical set up,Ford shares traded in attractive technical set up
2023-02-06,"{'head': 'RBC Capital', 'relation': 'raised price target on', 'tail': 'Tesla'}",RBC Capital,raised price target on,Tesla,RBC Capital raised price target on Tesla
2023-02-06,"{'head': 'Wedbush', 'relation': 'raised price target on', 'tail': 'Tesla'}",Wedbush,raised price target on,Tesla,Wedbush raised price target on Tesla
2023-02-07,"{'head': 'Tesla', 'relation': 'ranked', 'tail': 'number 2 globally with 13% global market share YTD (2022)'}",Tesla,ranked,number 2 globally with 13% global market share YTD (2022),Tesla ranked number 2 globally with 13% global market share YTD (2022)
2023-02-07,"{'head': 'Tesla', 'relation': 'ranked', 'tail': 'number 3 in China with 7.4% market share YTD (as of end Dec. 2022)'}",Tesla,ranked,number 3 in China with 7.4% market share YTD (as of end Dec. 2022),Tesla ranked number 3 in China with 7.4% market share YTD (as of end Dec. 2022)
2023-02-07,"{'head': 'Tesla', 'relation': 'cut', 'tail': 'prices in China for the Model Y and Model 3 for the second time in less than three months'}",Tesla,cut,prices in China for the Model Y and Model 3 for the second time in less than three months,Tesla cut prices in China for the Model Y and Model 3 for the second time in less than three months
2023-02-07,"{'head': 'Tesla', 'relation': 'planning', 'tail': 'to build a cell facility at Gigafactory Texas for some time'}",Tesla,planning,to build a cell facility at Gigafactory Texas for some time,Tesla planning to build a cell facility at Gigafactory Texas for some time
2023-02-07,"{'head': 'Tesla', 'relation': 'filed', 'tail': 'to build a Cathode plant at Gigafactory Texas in February 2022'}",Tesla,filed,to build a Cathode plant at Gigafactory Texas in February 2022,Tesla filed to build a Cathode plant at Gigafactory Texas in February 2022
2023-02-08,"{'head': 'Tesla Model S', 'relation': 'involved in', 'tail': 'a fatal crash in April 2021'}",Tesla Model S,involved in,a fatal crash in April 2021,Tesla Model S involved in a fatal crash in April 2021
2023-02-08,"{'head': 'Tesla Model S', 'relation': 'was not', 'tail': 'operating on Autopilot during the crash'}",Tesla Model S,was not,operating on Autopilot during the crash,Tesla Model S was not operating on Autopilot during the crash
2023-02-08,"{'head': 'Tesla Model S', 'relation': 'was', 'tail': 'traveling 550 feet before departing the road on a curve'}",Tesla Model S,was,traveling 550 feet before departing the road on a curve,Tesla Model S was traveling 550 feet before departing the road on a curve
2023-02-08,"{'head': 'Tesla Model S', 'relation': 'hit', 'tail': 'a drainage culvert, a raised manhole, and a tree'}",Tesla Model S,hit,"a drainage culvert, a raised manhole, and a tree","Tesla Model S hit a drainage culvert, a raised manhole, and a tree"
2023-02-08,"{'head': 'Tesla Model S', 'relation': 'caught', 'tail': 'fire after the crash'}",Tesla Model S,caught,fire after the crash,Tesla Model S caught fire after the crash
2023-02-09,"{'head': 'Tesla', 'relation': 'affected by', 'tail': 'high property taxes'}",Tesla,affected by,high property taxes,Tesla affected by high property taxes
2023-02-09,"{'head': 'Tesla', 'relation': 'impacted by', 'tail': 'tax changes'}",Tesla,impacted by,tax changes,Tesla impacted by tax changes
2023-02-09,"{'head': 'Tesla', 'relation': 'requires', 'tail': 'land'}",Tesla,requires,land,Tesla requires land
2023-02-09,"{'head': 'Tesla', 'relation': 'operates', 'tail': 'large facilities'}",Tesla,operates,large facilities,Tesla operates large facilities
2023-02-09,"{'head': 'Property taxes', 'relation': 'high', 'tail': 'certain regions'}",Property taxes,high,certain regions,Property taxes high certain regions
2023-02-10,"{'head': 'Tesla', 'relation': 'has market share', 'tail': 'two-thirds of the American EV market'}",Tesla,has market share,two-thirds of the American EV market,Tesla has market share two-thirds of the American EV market
2023-02-10,"{'head': 'Tesla', 'relation': 'competitor', 'tail': 'Ford'}",Tesla,competitor,Ford,Tesla competitor Ford
2023-02-10,"{'head': 'Tesla', 'relation': 'has analyst rating', 'tail': 'buy'}",Tesla,has analyst rating,buy,Tesla has analyst rating buy
2023-02-10,"{'head': 'Tesla', 'relation': 'uses plugs', 'tail': 'SAE Combined Charging System (CCS)'}",Tesla,uses plugs,SAE Combined Charging System (CCS),Tesla uses plugs SAE Combined Charging System (CCS)
2023-02-10,"{'head': 'Tesla', 'relation': 'owns', 'tail': 'more than 40,000 Superchargers worldwide'}",Tesla,owns,"more than 40,000 Superchargers worldwide","Tesla owns more than 40,000 Superchargers worldwide"
2023-02-11,"{'head': 'Tesla', 'relation': 'has asset strategy', 'tail': 'light asset strategy'}",Tesla,has asset strategy,light asset strategy,Tesla has asset strategy light asset strategy
2023-02-11,"{'head': 'Tesla', 'relation': 'has store count', 'tail': 'limited'}",Tesla,has store count,limited,Tesla has store count limited
